canonical_form,surface_forms,unit_type,pos,sense_id,meaning_fr,meaning_fr_official,meaning_fr_alt,contexte_en,fr_status,definition_en,occurrences,book_count,dispersion,zipf_need,aoa_component,fr_opacity,sense_surprise,confidence,score_comprehension,score_reuse,score_default,needs_review,recovery_route,recovery_reason,candidate_senses,review_action,pknown_test,aoa_test,cefr_test,zipf_wordfreq_en,zipf_freqzipfus
get up,Getting up/gets up,mwe,VERB,arise.v.03,,se lever,se mettre debout,"I’m good, smart-ass, I said that already . . . Now why don’t you open your gift . . . Mom, I was just teasing . . . (Getting up, registering a cramp) Hey guys—no one be alarmed if I’m up and down these stairs a million times to use the . . . facilities . . . so . . . Godspeed . . . || Don’t wait until after dinner. Erik drinks his beer, thinks. (Getting up) Your call, Big Guy . . . Deirdre heads for the stairs. Brigid returns from the kitchen alley.",auto_corroborated,rise to one's feet,3,3,3,0.6,0.5,0.7,0.5,0.99,0.566,0.595,0.58,False,,,,,,,,,
burn out,burning out/burns out,mwe,VERB,blow_out.v.01,,griller,s'éteindre définitivement/claquer,"Well it’s bothering him—can’t you tell he’s— No, yeah I just assumed . . . it’s probably . . . he hasn’t been sleeping, right? . . . The light fixture above them burns out. Shit . . . Was that the light? || Bridge, that guy’s a jerk . . . Wow, what is up with you today? UPSTAIRS: The light above the staircase burns out. The only light upstairs now comes from the open bathroom door. Shit, another bulb’s out . . . Oh great . . . welcome to New York, guys . . .",auto_corroborated,"of a light or light bulb, to fail and stop producing light, or to cause a light bulb to fail in this way",3,3,3,0.6,0.5,0.7,0.5,0.99,0.566,0.595,0.58,False,,,,,,,,,
calm down,calm down,mwe,VERB,calm.v.03,,se calmer,retrouver son calme/s'apaiser,"Yeah, and FYI, I’ve been staying on key lately, you need to calm down . . . The Blakes have been singing You need to calm down . . . || to calm down . . . The Blakes have been singing You need to calm down . . . it for generations. Will Momo join in if we—",auto_corroborated,"become quiet or calm, especially after a state of agitation",3,3,3,0.6,0.5,0.7,0.5,0.99,0.566,0.595,0.58,False,,,,,,,,,
check out,Check … out/check out/check … out,mwe,VERB,check.v.01,,,,"Really nice . . . It’s good, right?—I can set up my music workspace downstairs so I won’t drive Rich crazy. This is a fancy chair . . . Erik, check out this fancy chair . . . I thought all your furniture was on the moving truck. It is—Richard’s parents gave us that—a couch, too . . . we’re not sure if the living area’ll be up here or—this might become the bedroom . . . || No . . . . . . and I’m holding a funnel cake . . . I can’t even blame genetics . . . This is gold, Brigid, / thanks. Check it out, Mom . . . It really is, honey . . . thank you. I am a planet in this photo.",pending,"examine so as to determine accuracy, quality, or condition",3,3,3,0.6,0.5,0.7,0.5,0.99,0.566,0.595,0.58,True,,,,,,,,,
sit down,Sitting down/sit down,mwe,VERB,sit_down.v.01,,,,"Probably the super’s wife, I haven’t met her yet. (To Erik, who is still staring out the window) Hey, Detective . . . sit down and relax. I wish you had more of a view— Mom . . . || I’ll do it, stay down . . . stay down . . . Are her shakes in the fridge? Yeah—Rich’ll get it, sit down. Rich can you bring out an Ensure shake? The straws are in the bag. No problem. Thanks.",pending,take a seat,3,3,3,0.6,0.5,0.7,0.5,0.99,0.566,0.595,0.58,True,,,,,,,,,
help out,help me out/help out/help … out,mwe,VERB,help_out.v.01,,aider,donner un coup de main/dépanner,"This area is safe— Chinatown flooded during the last hurricane— / it flooded— Yeah, that’s why I can afford to live here—it’s not like you gave me any money to help me out. Wow . . . Hey, I’m—sorry, just . . . || Oh man, you guys’re relentless . . . . . . Erik, have you been dreaming about a supermodel this whole time?— Rich, help me out here . . . (Teasing) Sorry, man, I tell Brigid my dreams all the time . . .",auto_corroborated,"be of help, as in a particular situation of need",3,3,3,0.6,0.5,0.7,0.5,0.99,0.566,0.595,0.58,False,,,,,,,,,
set out,Setting out/set out/sets … out,mwe,VERB,range.v.05,,disposer,mettre en place/installer,"(Referring to the paper plates) . . . How do you like our fine china, Dad? Erik smiles. Richard sets things out on the table, Brigid assists. You’re gonna miss the old house. I will; I won’t miss the wall-to-wall carpeting . . . or the bunk beds. || They all ad-lib “cheers” and toast. Okay, five minutes and everything will be out and ready to go . . . (Setting out more food) Here’s some more munchies, here . . . Yum . . . thank you . . .",auto_corroborated,lay out orderly or logically in a line or as if in a line,3,3,3,0.6,0.5,0.7,0.5,0.99,0.566,0.595,0.58,False,,,,,,,,,
wake up,wakes up/waking up/woke up,mwe,VERB,wake_up.v.02,,se réveiller,s’éveiller,"(Softly, mumbled) Where do we go? Where, where do we go? / Where do we go? Where do we go where do we go where do we go where do we go . . . Hey, you waking up a bit, Mom? . . . She keeps asking me that . . . Where do we—Momo . . . we’re going into this room is where we’re going . . . UPSTAIRS: Brigid exits the bathroom, is surprised to find Deirdre by the stairwell. || No—guys, I don’t even remember it, there’s nothing to tell . . . Well, now I don’t believe you . . . I saw the way you woke up, don’t tell me you can’t remember something— (Defending Erik) (Smiling, to Brigid)",auto_corroborated,stop sleeping,3,3,3,0.6,0.5,0.7,0.5,0.99,0.566,0.595,0.58,False,,,,,,,,,
pass around,pass around/pass the food around/pass … around,mwe,VERB,circulate.v.03,,faire passer,faire circuler/distribuer à la ronde,"Don’t put the spotlight on her . . . We’re happy you’re here, Momes. Guys, dig in, don’t wait . . . They start to eat, pass the food around the table. Wow, all looks great. Everyone ad-libs agreement. || Someone needs to explain the rules . . . Mom, get over here, we’re pig-smashing. It’s very simple . . . we each pass it around, say what we’re thankful for, then we smash the pig . . . And then we each eat a piece of the peppermint for good luck. That is the weirdest tradition—",auto_corroborated,cause be distributed,3,3,3,0.6,0.5,0.7,0.5,0.99,0.566,0.595,0.58,False,,,,,,,,,
work out,working it out,mwe,VERB,solve.v.01,,trouver une solution,régler/résoudre,"be climbing stairs— It doesn’t sound good, Dad / —it sounds like you’re in a deep hole— I’m working it out, Aimee— Do you have anything saved? Dad, do you have any / savings?— We don’t have savings, Aimee / we’ve been stretched— || and— (Recognizing Brigid’s distress) —hey, I’m working it out, / I love your mom, we’re good . . . Brigid isn’t sure what to do; something’s fallen apart for her, thoughts spinning . . .",auto_corroborated,To resolve; to find a solution for.,3,3,3,0.6,0.5,0.7,0.5,0.98,0.566,0.595,0.58,False,,,,,,,,,
you guys,You guys/you guys,mwe,OTHER,mwe-custom-v1:c64c5b6d52fb0703,,vous,vous autres,"This is the last of the goodies . . . (To Erik) I told you guys not to bring anything. Deirdre and Momo exit the bathroom; Momo is shaky on her feet. Erik helps her into her wheelchair. || (Smiling) No, not quite, I’m thirty-eight . . . Having to wait until your forties is a—your grandma’s a smart lady, it’s like that—’member that e-mail I forwarded you guys about Andrew Carne—is it Carnegie or Carnegie, / I never remember . . . Pretty sure Carnegie is correct Carnegie Hall, right? Carnegie",auto_corroborated,"you guys ( colloquial , in the plural ) You . Hey you guys !",28,28,27,0.6,0.5,0.5,0.5,0.99,0.59,0.565,0.577,False,,,,,,,,,
put in,put in/putting in,mwe,VERB,install.v.01,,installer,mettre en place/poser,"(Erik nods. Small beat) How’s the lake house coming along? I hear you might build this summer? Uh, no, not until the sewers get put in . . . doesn’t make sense to build with a septic system if they’re gonna be putting in sewers soon. (Coming down the stairs) The sooner the better, I can’t wait for a lake-house Christmas. || Are you breaking ground this summer? No . . . I think it’s smart to wait for the sewers to be put in, the value of your property will skyrocket. Thanks, Professor. When are they gonna be installed?",auto_corroborated,set up for use,2,2,2,0.6,0.5,0.7,0.5,0.99,0.556,0.595,0.576,False,,,,,,,,,
put in,get put in,mwe,VERB,mwe-custom-v1:11cc9866d6e9ee01,,installer,mettre en place/poser,"(Erik nods. Small beat) How’s the lake house coming along? I hear you might build this summer? Uh, no, not until the sewers get put in . . . doesn’t make sense to build with a septic system if they’re gonna be putting in sewers soon. (Coming down the stairs) The sooner the better, I can’t wait for a lake-house Christmas. || When are they gonna be installed? [I don’t know . . . ] Erik . . . ? That’s up to the Department of Public Works, when the sewers get put in. Small beat. And how’s Aunt Mary?",auto_corroborated,set up for use,2,2,2,0.6,0.5,0.7,0.5,0.99,0.556,0.595,0.576,False,,,,,,,,,
doze off,dozes off/dozing off,mwe,VERB,fall_asleep.v.01,,,,"(Refusing a refill of wine) No more for me, Rich, I’m good . . . DOWNSTAIRS: Momo dozes off on the couch. So it’s okay if she sleeps here? (Rubbing Aimee’s back) || May the Virgin and her Child lift all of your latches . . . They all ad-lib “cheers,” “amen,” “here here,” etc. . . . Erik lovingly disapproves of Aimee’s joke, notices Momo’s a bit dazed, her neck is not at a comfortable angle. Okay, this isn’t gonna [work]—she’s gonna be dozing off soon, / lemme get her settled— Want me to— —no I got it, I got it . . . keep eating guys . . .",pending,change from a waking to a sleeping state,2,2,2,0.6,0.5,0.7,0.5,0.99,0.556,0.595,0.576,True,,,,,,,,,
bring out,bring out,mwe,VERB,bring_out.v.07,,sortir,sortir de/apporter,"I’ll do it, stay down . . . stay down . . . Are her shakes in the fridge? Yeah—Rich’ll get it, sit down. Rich can you bring out an Ensure shake? The straws are in the bag. No problem. Thanks. || (Smiling) No . . . / no it is not . . . —you sure? You gonna bring out a crystal ball later? Surreal jarring clank of pre-war pipes. The noise covers Deirdre opening the bathroom door. The girls return from the kitchen, laughing.",auto_corroborated,take out of a container or enclosed space,2,2,2,0.6,0.5,0.7,0.5,0.97,0.556,0.595,0.576,False,,,,,,,,,
end up,end up,mwe,VERB,finish_up.v.02,,finir par,se retrouver à/en arriver à,"Okay . . . I’ll state the obvious, there will never be a year I’m not thankful that the observation deck didn’t open until 9:30 . . . so . . . and I’m grateful Momo’s with us . . . oh— (To Erik) —a wise old, haggard drunk man once told me that pursuing your passion is a gift—so I’m grateful for that reminder . . . even if I end up pursuing it while managing an H&M, / I’m lucky . . . no I’m actually being serious about that, I am . . . Ohhh so soon, so soon . . . See what you’ve done? || She wrote this before she got really sick, Rich . . . an e-mail to these girls, what four years ago? Erik finds the message on his phone. Here, give it to me, you’re gonna end up asking me to finish . . . Erik hands her his phone. “Dear Aimee and Brigid, I was clumsy around you both today and felt confused. I couldn’t remember your names and felt bad about that. It’s strange, slowly becoming someone I don’t know. But while I am still here, I want to say: don’t worry about me once I drift off for good. I’m not scared. If anything, I wish I could’ve known that most of the stuff I did spend my life worrying about wasn’t so bad. Maybe it’s because this disease has me forgetting the worst stuff, but right now I’m feeling nothing about this life was worth getting so worked up about. Not even dancing at weddings.”",auto_corroborated,finally be or do something,2,2,2,0.6,0.5,0.7,0.5,0.99,0.556,0.595,0.576,False,,,,,,,,,
pick up,picks up,mwe,VERB,pick_up.v.02,,prendre,soulever/ramasser,"This time they all spontaneously clap, Momo does too. They laugh at their impulse to applaud an old woman for saying grace. Mom, you remember Aimee and Brigid, these are your granddaughters . . . Momo picks up the serving spoon in the sweet potatoes and is about to take a bite—Erik catches her in time, removes the serving spoon from her hand . . . Don’t put the spotlight on her . . . We’re happy you’re here, Momes. Guys, dig in, don’t wait . . . || UPSTAIRS: Brigid exits. DOWNSTAIRS: Erik is still recovering . . . He picks up Momo’s blanket. Arms full, he attempts to exit up the narrow spiral staircase when He realizes he’s left the LED lantern lit on the table.",auto_corroborated,take up by hand,2,2,2,0.6,0.5,0.7,0.5,0.99,0.556,0.595,0.576,False,,,,,,,,,
pick up,picking up/picks up,mwe,VERB,collect.v.05,,,,". . . and answers the phone. Hello? . . . yeah, yeah, this is . . . yeah, bad connection . . . uh-huh— In the window, the sudden appearance and disappearance of a woman’s figure—what was it?! The back of an old woman’s head as she appears picking up cigarette butts in the alley? The super’s wife? She appears at the exact moment— —the rumble of the trash compactor strikes up again outside the basement door. In the darkness, it sounds louder than before, more disturbing. The image/sound jolts Erik; he staggers away from the window . . . . . . down the stairs . . . || This greatly sharpens the shaft of fluorescent hallway light pouring through the propped-open door. It has a tunnel-like quality. Erik picks up his belongings again, turns toward the door and notices the shaft of light. He steps into it. He considers it for a moment.",pending,gather or collect,2,2,2,0.6,0.5,0.7,0.5,0.99,0.556,0.595,0.576,True,,,,,,,,,
get out,get out/gets out,mwe,VERB,draw.v.05,,sortir,prendre/tirer,"Of course I’ll care. Read it to him, you’ll feel better. Brigid gets out her phone, searches for something. This one professor has been writing all of her recommendation letters for all these applications and— Yeah ’cause there’s only one that I felt close to at school, who actually knew who I was, so . . . I was gonna miss this one deadline so I called his office and . . . his assistant agreed to e-mail the rec letter directly to me . . . || How about for Momo—should we read Momo’s e-mail? Dad, no, it makes us cry— Oh God, get out the kleenex . . . This might be our last Thanksgiving together, can we please give her a voice . . . ? Of course, just . . .",auto_corroborated,"bring, take, or pull out of a container or from under a cover",2,2,2,0.6,0.5,0.7,0.5,0.99,0.556,0.595,0.576,False,,,,,,,,,
